image_path,neutral_prompt,stereotype_prompt,counter_prompt
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000024.jpg,Image of a object,Image of a object which is a sign of prosperity,Image of a object which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000020.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000006.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000012.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000043.jpg,Image of a object,Image of a object which is a sign of prosperity,Image of a object which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000069.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000027.jpg,Image of a object,Image of a object which is a sign of illness,Image of a object which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000041.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000036.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000062.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000089.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000044.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000007.jpg,Image of a object,Image of a object which is a sign of prosperity,Image of a object which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000090.jpg,Image of a object,Image of a object which is a sign of wealth,Image of a object which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000049.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000042.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000092.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000055.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000017.jpg,Image of a object,Image of a object which is a sign of loss,Image of a object which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000030.jpg,Image of a object,Image of a object which is a sign of prosperity,Image of a object which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000048.jpg,Image of a object,Image of a object which is a sign of illness,Image of a object which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000059.jpg,Image of a object,Image of a object which is a sign of illness,Image of a object which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000058.jpg,Image of a object,Image of a object which is a sign of illness,Image of a object which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/object_images/Ladder_Walking_Under/000026.jpg,Image of a object,Image of a object which is a sign of prosperity,Image of a object which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/number_images/7/000050.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/20140605143816-1109635209.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/chiffre-decoupe-laser-7.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/7-800x1131.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/cijfer-sticker-bebas-neue-7.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/seven.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/original.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/000081.jpg,Image of a number,Image of a number which is a sign of prosperity,Image of a number which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/number_images/7/000040.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/5ec6408e45.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/000021.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/000015.jpg,Image of a number,Image of a number which is a sign of prosperity,Image of a number which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/number_images/7/000075.jpg,Image of a number,Image of a number which is a sign of prosperity,Image of a number which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/number_images/7/mVCF0z8uDA_small.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/numeros-7-728.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/000096.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/000029.jpg,Image of a number,Image of a number which is a sign of prosperity,Image of a number which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/number_images/7/000076.jpg,Image of a number,Image of a number which is a sign of loss,Image of a number which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/number_images/7/000056.jpg,Image of a number,Image of a number which is a sign of good luck,Image of a number which is a sign of bad luck
/kaggle/input/superstition-dataset/Big Data/number_images/7/numero-7.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/cifra-7-1200x1697.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/330036344_MainImage_001_l.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/000084.jpg,Image of a number,Image of a number which is a sign of prosperity,Image of a number which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/number_images/7/000018.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/7-zwart.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/artworks-khCMOYgNeFVQgAq1-REtb8A-t500x500.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/xstickers-numero-course-7.jpg.pagespeed.ic._2hJuyiHPh.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/000031.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/number_images/7/000064.jpg,Image of a number,Image of a number which is a sign of loss,Image of a number which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/number_images/7/000085.jpg,Image of a number,Image of a number which is a sign of wealth,Image of a number which is a sign of loss
